,colony_id,full_treatment,treatment,species,group,final,cage,genotype,2021.03.09,2021.03.18,2021.05.03,2023.05.13,2021.06.01,2021.06.22,2021.06.29,2021.07.15,date.planted,date.dead,days.alive,final.status
1059,OFAV-7-PP-368,OFAV_PP,PP,OFAV,OFAV_P,deep,7-PP,368,NA,NA,NA,NA,NA,alive,dead,dead,2021.06.22,2021.06.29,,1
1109,OFAV-8-PP-2HS6,OFAV_PP,PP,OFAV,OFAV_P,deep,8-PP,2HS6,NA,NA,NA,NA,NA,alive,dead,dead,2021.06.22,2021.06.29,,1
1110,OFAV-8-PP-9AZ2,OFAV_PP,PP,OFAV,OFAV_P,deep,8-PP,9AZ2,NA,NA,NA,NA,NA,alive,dead,dead,2021.06.22,2021.06.29,,1
1158,OFAV-9-PP-9GT35,OFAV_PP,PP,OFAV,OFAV_P,deep,9-PP,9GT35,NA,NA,NA,NA,NA,alive,dead,dead,2021.06.22,2021.06.29,,1
1165,OFAV-9-PP-9JQ53,OFAV_PP,PP,OFAV,OFAV_P,deep,9-PP,9JQ53,NA,NA,NA,NA,NA,alive,dead,dead,2021.06.22,2021.06.29,,1
1168,OFAV-9-PP-DW,OFAV_PP,PP,OFAV,OFAV_P,deep,9-PP,DW,NA,NA,NA,NA,NA,alive,dead,dead,2021.06.22,2021.06.29,,1
1169,OFAV-9-PP-EV,OFAV_PP,PP,OFAV,OFAV_P,deep,9-PP,EV,NA,NA,NA,NA,NA,alive,dead,dead,2021.06.22,2021.06.29,,1
1192,OFAV-10-PP-9AZ2,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,9AZ2,NA,NA,NA,NA,NA,alive,dead,dead,2021.06.22,2021.06.29,,1
1225,OFAV-1-PS-370,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,370,NA,NA,NA,NA,NA,dead,dead,dead,NA,2021.06.22,,1
1238,OFAV-1-PS-9EV40,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,9EV40,NA,NA,NA,NA,NA,dead,dead,dead,NA,2021.06.22,,1
1240,OFAV-1-PS-9GT35,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,9GT35,NA,NA,NA,NA,NA,dead,dead,dead,NA,2021.06.22,,1
1291,OFAV-2-PS-DW,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,DW,NA,NA,NA,NA,NA,dead,dead,dead,NA,2021.06.22,,1
1307,OFAV-3-PS-370,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,370,NA,NA,NA,NA,NA,dead,dead,dead,NA,2021.06.22,,1
1401,OFAV-5-PS-9EV4,OFAV_PS,PS,OFAV,OFAV_P,shallow,5-PS,9EV4,NA,NA,NA,NA,NA,dead,dead,dead,NA,2021.06.22,,1
1407,OFAV-5-PS-9IR44,OFAV_PS,PS,OFAV,OFAV_P,shallow,5-PS,9IR44,NA,NA,NA,NA,NA,dead,dead,dead,NA,2021.06.22,,1
1414,OFAV-5-PS-DW,OFAV_PS,PS,OFAV,OFAV_P,shallow,5-PS,DW,NA,NA,NA,NA,NA,dead,dead,dead,NA,2021.06.22,,1
1430,OFAV-6-PS-370,OFAV_PS,PS,OFAV,OFAV_P,shallow,6-PS,370,NA,NA,NA,NA,NA,dead,dead,dead,NA,2021.06.22,,1
1449,OFAV-6-PS-9JQ4,OFAV_PS,PS,OFAV,OFAV_P,shallow,6-PS,9JQ4,NA,NA,NA,NA,NA,dead,dead,dead,NA,2021.06.22,,1
1471,OFAV-7-PS-370,OFAV_PS,PS,OFAV,OFAV_P,shallow,7-PS,370,NA,NA,NA,NA,NA,dead,dead,dead,NA,2021.06.22,,1
1553,OFAV-9-PS-370,OFAV_PS,PS,OFAV,OFAV_P,shallow,9-PS,370,NA,NA,NA,NA,NA,dead,dead,dead,NA,2021.06.22,,1
1241,OFAV-1-PS-9GT4,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,9GT4,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1252,OFAV-2-PS-310,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,310,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1253,OFAV-2-PS-313,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,313,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1254,OFAV-2-PS-352,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,352,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1255,OFAV-2-PS-356,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,356,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1256,OFAV-2-PS-357,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,357,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1257,OFAV-2-PS-358,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,358,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1258,OFAV-2-PS-359,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,359,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1259,OFAV-2-PS-360,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,360,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1260,OFAV-2-PS-362,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,362,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1261,OFAV-2-PS-365,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,365,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1262,OFAV-2-PS-366,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,366,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1263,OFAV-2-PS-367,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,367,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1264,OFAV-2-PS-368,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,368,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1265,OFAV-2-PS-369,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,369,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1266,OFAV-2-PS-370,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,370,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1267,OFAV-2-PS-371,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,371,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1268,OFAV-2-PS-0HS3,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,0HS3,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1269,OFAV-2-PS-0HS4,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,0HS4,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1270,OFAV-2-PS-2HS12,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,2HS12,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1271,OFAV-2-PS-2HS2,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,2HS2,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1272,OFAV-2-PS-2HS48,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,2HS48,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1273,OFAV-2-PS-2HS6,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,2HS6,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1274,OFAV-2-PS-9AZ2,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,9AZ2,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1275,OFAV-2-PS-9AZ5,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,9AZ5,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1276,OFAV-2-PS-9AZ9,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,9AZ9,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1277,OFAV-2-PS-9EV35,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,9EV35,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1278,OFAV-2-PS-9EV4,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,9EV4,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1279,OFAV-2-PS-9EV40,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,9EV40,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1280,OFAV-2-PS-9EV5,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,9EV5,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1281,OFAV-2-PS-9GT35,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,9GT35,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1282,OFAV-2-PS-9GT4,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,9GT4,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1283,OFAV-2-PS-9GT46,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,9GT46,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1284,OFAV-2-PS-9IR44,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,9IR44,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1285,OFAV-2-PS-9JQ4,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,9JQ4,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1286,OFAV-2-PS-9JQ42,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,9JQ42,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1287,OFAV-2-PS-9JQ431,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,9JQ431,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1288,OFAV-2-PS-9JQ53,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,9JQ53,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1289,OFAV-2-PS-AZ,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,AZ,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1290,OFAV-2-PS-CX,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,CX,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1292,OFAV-2-PS-EV,OFAV_PS,PS,OFAV,OFAV_P,shallow,2-PS,EV,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1293,OFAV-3-PS-310,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,310,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1294,OFAV-3-PS-313,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,313,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1295,OFAV-3-PS-352,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,352,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1296,OFAV-3-PS-356,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,356,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1297,OFAV-3-PS-357,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,357,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1298,OFAV-3-PS-358,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,358,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1299,OFAV-3-PS-359,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,359,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1300,OFAV-3-PS-360,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,360,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1301,OFAV-3-PS-362,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,362,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1302,OFAV-3-PS-365,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,365,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1303,OFAV-3-PS-366,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,366,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1304,OFAV-3-PS-367,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,367,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1305,OFAV-3-PS-368,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,368,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1306,OFAV-3-PS-369,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,369,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1308,OFAV-3-PS-371,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,371,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1309,OFAV-3-PS-0HS3,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,0HS3,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1310,OFAV-3-PS-0HS4,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,0HS4,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1311,OFAV-3-PS-2HS12,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,2HS12,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1312,OFAV-3-PS-2HS2,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,2HS2,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1313,OFAV-3-PS-2HS48,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,2HS48,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1314,OFAV-3-PS-2HS6,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,2HS6,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1315,OFAV-3-PS-9AZ2,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,9AZ2,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1316,OFAV-3-PS-9AZ5,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,9AZ5,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1317,OFAV-3-PS-9AZ9,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,9AZ9,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1318,OFAV-3-PS-9EV35,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,9EV35,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1319,OFAV-3-PS-9EV4,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,9EV4,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1320,OFAV-3-PS-9EV40,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,9EV40,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1321,OFAV-3-PS-9EV5,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,9EV5,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1322,OFAV-3-PS-9GT35,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,9GT35,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1323,OFAV-3-PS-9GT4,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,9GT4,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1324,OFAV-3-PS-9GT46,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,9GT46,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1325,OFAV-3-PS-9IR44,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,9IR44,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1326,OFAV-3-PS-9JQ4,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,9JQ4,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1327,OFAV-3-PS-9JQ42,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,9JQ42,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1328,OFAV-3-PS-9JQ431,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,9JQ431,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1329,OFAV-3-PS-9JQ53,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,9JQ53,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1330,OFAV-3-PS-AZ,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,AZ,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1331,OFAV-3-PS-CX,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,CX,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1332,OFAV-3-PS-DW,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,DW,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1333,OFAV-3-PS-EV,OFAV_PS,PS,OFAV,OFAV_P,shallow,3-PS,EV,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1370,OFAV-4-PS-9JQ53,OFAV_PS,PS,OFAV,OFAV_P,shallow,4-PS,9JQ53,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1374,OFAV-4-PS-EV,OFAV_PS,PS,OFAV,OFAV_P,shallow,4-PS,EV,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1569,OFAV-9-PS-9GT4,OFAV_PS,PS,OFAV,OFAV_P,shallow,9-PS,9GT4,NA,NA,NA,NA,NA,alive,alive,dead,2021.06.22,2021.07.15,,1
1211,OFAV-1-PS-310,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,310,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1212,OFAV-1-PS-313,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,313,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1213,OFAV-1-PS-352,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,352,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1214,OFAV-1-PS-356,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,356,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1215,OFAV-1-PS-357,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,357,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1216,OFAV-1-PS-358,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,358,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1217,OFAV-1-PS-359,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,359,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1218,OFAV-1-PS-360,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,360,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1219,OFAV-1-PS-362,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,362,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1220,OFAV-1-PS-365,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,365,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1221,OFAV-1-PS-366,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,366,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1222,OFAV-1-PS-367,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,367,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1223,OFAV-1-PS-368,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,368,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1224,OFAV-1-PS-369,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,369,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1226,OFAV-1-PS-371,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,371,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1227,OFAV-1-PS-0HS3,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,0HS3,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1228,OFAV-1-PS-0HS4,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,0HS4,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1229,OFAV-1-PS-2HS12,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,2HS12,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1230,OFAV-1-PS-2HS2,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,2HS2,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1231,OFAV-1-PS-2HS48,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,2HS48,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1232,OFAV-1-PS-2HS6,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,2HS6,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1233,OFAV-1-PS-9AZ2,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,9AZ2,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1234,OFAV-1-PS-9AZ5,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,9AZ5,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1235,OFAV-1-PS-9AZ9,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,9AZ9,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1236,OFAV-1-PS-9EV35,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,9EV35,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1237,OFAV-1-PS-9EV4,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,9EV4,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1239,OFAV-1-PS-9EV5,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,9EV5,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1242,OFAV-1-PS-9GT46,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,9GT46,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1243,OFAV-1-PS-9IR44,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,9IR44,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1244,OFAV-1-PS-9JQ4,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,9JQ4,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1245,OFAV-1-PS-9JQ42,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,9JQ42,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1246,OFAV-1-PS-9JQ431,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,9JQ431,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1247,OFAV-1-PS-9JQ53,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,9JQ53,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1248,OFAV-1-PS-AZ,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,AZ,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1249,OFAV-1-PS-CX,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,CX,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1250,OFAV-1-PS-DW,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,DW,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1251,OFAV-1-PS-EV,OFAV_PS,PS,OFAV,OFAV_P,shallow,1-PS,EV,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1334,OFAV-4-PS-310,OFAV_PS,PS,OFAV,OFAV_P,shallow,4-PS,310,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1335,OFAV-4-PS-313,OFAV_PS,PS,OFAV,OFAV_P,shallow,4-PS,313,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1336,OFAV-4-PS-352,OFAV_PS,PS,OFAV,OFAV_P,shallow,4-PS,352,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1337,OFAV-4-PS-356,OFAV_PS,PS,OFAV,OFAV_P,shallow,4-PS,356,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1338,OFAV-4-PS-357,OFAV_PS,PS,OFAV,OFAV_P,shallow,4-PS,357,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1339,OFAV-4-PS-358,OFAV_PS,PS,OFAV,OFAV_P,shallow,4-PS,358,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1340,OFAV-4-PS-359,OFAV_PS,PS,OFAV,OFAV_P,shallow,4-PS,359,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1341,OFAV-4-PS-360,OFAV_PS,PS,OFAV,OFAV_P,shallow,4-PS,360,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
