,colony_id,full_treatment,treatment,species,group,final,cage,genotype,2021.03.09,2021.03.18,2021.05.03,2023.05.13,2021.06.01,2021.06.22,2021.06.29,2021.07.15,date.planted,date.dead,days.alive,final.status
241,OFRA-1-PP-2CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,2CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
242,OFRA-2-PP-2CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,2-PP,2CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
243,OFRA-3-PP-2CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,2CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
244,OFRA-4-PP-2CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,4-PP,2CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
245,OFRA-5-PP-2CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,5-PP,2CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
246,OFRA-6-PP-2CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,6-PP,2CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
247,OFRA-7-PP-2CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,7-PP,2CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
248,OFRA-8-PP-2CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,8-PP,2CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
249,OFRA-9-PP-2CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,9-PP,2CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
250,OFRA-10-PP-2CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,10-PP,2CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
261,OFRA-1-PP-2CX13,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,2CX13,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
262,OFRA-2-PP-2CX13,OFRA_PP,PP,OFRA,OFRA_P,deep,2-PP,2CX13,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
263,OFRA-3-PP-2CX13,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,2CX13,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
281,OFRA-1-PP-2CX8,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,2CX8,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
282,OFRA-2-PP-2CX8,OFRA_PP,PP,OFRA,OFRA_P,deep,2-PP,2CX8,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
283,OFRA-3-PP-2CX8,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,2CX8,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
284,OFRA-4-PP-2CX8,OFRA_PP,PP,OFRA,OFRA_P,deep,4-PP,2CX8,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
285,OFRA-5-PP-2CX8,OFRA_PP,PP,OFRA,OFRA_P,deep,5-PP,2CX8,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
286,OFRA-6-PP-2CX8,OFRA_PP,PP,OFRA,OFRA_P,deep,6-PP,2CX8,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
287,OFRA-7-PP-2CX8,OFRA_PP,PP,OFRA,OFRA_P,deep,7-PP,2CX8,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
288,OFRA-8-PP-2CX8,OFRA_PP,PP,OFRA,OFRA_P,deep,8-PP,2CX8,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
301,OFRA-1-PP-2GT10,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,2GT10,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
302,OFRA-2-PP-2GT10,OFRA_PP,PP,OFRA,OFRA_P,deep,2-PP,2GT10,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
303,OFRA-3-PP-2GT10,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,2GT10,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
304,OFRA-4-PP-2GT10,OFRA_PP,PP,OFRA,OFRA_P,deep,4-PP,2GT10,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
305,OFRA-5-PP-2GT10,OFRA_PP,PP,OFRA,OFRA_P,deep,5-PP,2GT10,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
306,OFRA-6-PP-2GT10,OFRA_PP,PP,OFRA,OFRA_P,deep,6-PP,2GT10,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
307,OFRA-7-PP-2GT10,OFRA_PP,PP,OFRA,OFRA_P,deep,7-PP,2GT10,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
308,OFRA-8-PP-2GT10,OFRA_PP,PP,OFRA,OFRA_P,deep,8-PP,2GT10,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
309,OFRA-9-PP-2GT10,OFRA_PP,PP,OFRA,OFRA_P,deep,9-PP,2GT10,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
321,OFRA-1-PP-2GT3,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,2GT3,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
322,OFRA-2-PP-2GT3,OFRA_PP,PP,OFRA,OFRA_P,deep,2-PP,2GT3,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
323,OFRA-3-PP-2GT3,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,2GT3,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
324,OFRA-4-PP-2GT3,OFRA_PP,PP,OFRA,OFRA_P,deep,4-PP,2GT3,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
325,OFRA-5-PP-2GT3,OFRA_PP,PP,OFRA,OFRA_P,deep,5-PP,2GT3,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
326,OFRA-6-PP-2GT3,OFRA_PP,PP,OFRA,OFRA_P,deep,6-PP,2GT3,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
327,OFRA-7-PP-2GT3,OFRA_PP,PP,OFRA,OFRA_P,deep,7-PP,2GT3,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
330,OFRA-10-PP-2GT3,OFRA_PP,PP,OFRA,OFRA_P,deep,10-PP,2GT3,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
341,OFRA-1-PP-2GT31,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,2GT31,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
342,OFRA-2-PP-2GT31,OFRA_PP,PP,OFRA,OFRA_P,deep,2-PP,2GT31,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
343,OFRA-3-PP-2GT31,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,2GT31,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
344,OFRA-4-PP-2GT31,OFRA_PP,PP,OFRA,OFRA_P,deep,4-PP,2GT31,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
345,OFRA-5-PP-2GT31,OFRA_PP,PP,OFRA,OFRA_P,deep,5-PP,2GT31,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
346,OFRA-6-PP-2GT31,OFRA_PP,PP,OFRA,OFRA_P,deep,6-PP,2GT31,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
361,OFRA-1-PP-2GT38,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,2GT38,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
362,OFRA-2-PP-2GT38,OFRA_PP,PP,OFRA,OFRA_P,deep,2-PP,2GT38,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
363,OFRA-3-PP-2GT38,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,2GT38,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
364,OFRA-4-PP-2GT38,OFRA_PP,PP,OFRA,OFRA_P,deep,4-PP,2GT38,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
365,OFRA-5-PP-2GT38,OFRA_PP,PP,OFRA,OFRA_P,deep,5-PP,2GT38,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
366,OFRA-6-PP-2GT38,OFRA_PP,PP,OFRA,OFRA_P,deep,6-PP,2GT38,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
367,OFRA-7-PP-2GT38,OFRA_PP,PP,OFRA,OFRA_P,deep,7-PP,2GT38,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
368,OFRA-8-PP-2GT38,OFRA_PP,PP,OFRA,OFRA_P,deep,8-PP,2GT38,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
369,OFRA-9-PP-2GT38,OFRA_PP,PP,OFRA,OFRA_P,deep,9-PP,2GT38,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
381,OFRA-1-PP-2GT41,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,2GT41,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
382,OFRA-2-PP-2GT41,OFRA_PP,PP,OFRA,OFRA_P,deep,2-PP,2GT41,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
383,OFRA-3-PP-2GT41,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,2GT41,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
384,OFRA-4-PP-2GT41,OFRA_PP,PP,OFRA,OFRA_P,deep,4-PP,2GT41,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
385,OFRA-5-PP-2GT41,OFRA_PP,PP,OFRA,OFRA_P,deep,5-PP,2GT41,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
387,OFRA-7-PP-2GT41,OFRA_PP,PP,OFRA,OFRA_P,deep,7-PP,2GT41,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
388,OFRA-8-PP-2GT41,OFRA_PP,PP,OFRA,OFRA_P,deep,8-PP,2GT41,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
389,OFRA-9-PP-2GT41,OFRA_PP,PP,OFRA,OFRA_P,deep,9-PP,2GT41,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
390,OFRA-10-PP-2GT41,OFRA_PP,PP,OFRA,OFRA_P,deep,10-PP,2GT41,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
401,OFRA-1-PP-2GT7,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,2GT7,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
402,OFRA-2-PP-2GT7,OFRA_PP,PP,OFRA,OFRA_P,deep,2-PP,2GT7,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
403,OFRA-3-PP-2GT7,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,2GT7,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
404,OFRA-4-PP-2GT7,OFRA_PP,PP,OFRA,OFRA_P,deep,4-PP,2GT7,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
405,OFRA-5-PP-2GT7,OFRA_PP,PP,OFRA,OFRA_P,deep,5-PP,2GT7,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
406,OFRA-6-PP-2GT7,OFRA_PP,PP,OFRA,OFRA_P,deep,6-PP,2GT7,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
407,OFRA-7-PP-2GT7,OFRA_PP,PP,OFRA,OFRA_P,deep,7-PP,2GT7,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
408,OFRA-8-PP-2GT7,OFRA_PP,PP,OFRA,OFRA_P,deep,8-PP,2GT7,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
409,OFRA-9-PP-2GT7,OFRA_PP,PP,OFRA,OFRA_P,deep,9-PP,2GT7,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
410,OFRA-10-PP-2GT7,OFRA_PP,PP,OFRA,OFRA_P,deep,10-PP,2GT7,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
421,OFRA-1-PP-2HS11,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,2HS11,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
423,OFRA-3-PP-2HS11,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,2HS11,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
426,OFRA-6-PP-2HS11,OFRA_PP,PP,OFRA,OFRA_P,deep,6-PP,2HS11,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
427,OFRA-7-PP-2HS11,OFRA_PP,PP,OFRA,OFRA_P,deep,7-PP,2HS11,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
428,OFRA-8-PP-2HS11,OFRA_PP,PP,OFRA,OFRA_P,deep,8-PP,2HS11,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
429,OFRA-9-PP-2HS11,OFRA_PP,PP,OFRA,OFRA_P,deep,9-PP,2HS11,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
441,OFRA-1-PP-2HS17,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,2HS17,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
442,OFRA-2-PP-2HS17,OFRA_PP,PP,OFRA,OFRA_P,deep,2-PP,2HS17,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
443,OFRA-3-PP-2HS17,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,2HS17,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
444,OFRA-4-PP-2HS17,OFRA_PP,PP,OFRA,OFRA_P,deep,4-PP,2HS17,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
446,OFRA-6-PP-2HS17,OFRA_PP,PP,OFRA,OFRA_P,deep,6-PP,2HS17,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
447,OFRA-7-PP-2HS17,OFRA_PP,PP,OFRA,OFRA_P,deep,7-PP,2HS17,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
448,OFRA-8-PP-2HS17,OFRA_PP,PP,OFRA,OFRA_P,deep,8-PP,2HS17,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
449,OFRA-9-PP-2HS17,OFRA_PP,PP,OFRA,OFRA_P,deep,9-PP,2HS17,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
450,OFRA-10-PP-2HS17,OFRA_PP,PP,OFRA,OFRA_P,deep,10-PP,2HS17,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
461,OFRA-1-PP-2HS27,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,2HS27,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
462,OFRA-2-PP-2HS27,OFRA_PP,PP,OFRA,OFRA_P,deep,2-PP,2HS27,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
463,OFRA-3-PP-2HS27,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,2HS27,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
464,OFRA-4-PP-2HS27,OFRA_PP,PP,OFRA,OFRA_P,deep,4-PP,2HS27,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
465,OFRA-5-PP-2HS27,OFRA_PP,PP,OFRA,OFRA_P,deep,5-PP,2HS27,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
466,OFRA-6-PP-2HS27,OFRA_PP,PP,OFRA,OFRA_P,deep,6-PP,2HS27,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
467,OFRA-7-PP-2HS27,OFRA_PP,PP,OFRA,OFRA_P,deep,7-PP,2HS27,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
468,OFRA-8-PP-2HS27,OFRA_PP,PP,OFRA,OFRA_P,deep,8-PP,2HS27,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
481,OFRA-1-PP-2HS9,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,2HS9,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
482,OFRA-2-PP-2HS9,OFRA_PP,PP,OFRA,OFRA_P,deep,2-PP,2HS9,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
483,OFRA-3-PP-2HS9,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,2HS9,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
484,OFRA-4-PP-2HS9,OFRA_PP,PP,OFRA,OFRA_P,deep,4-PP,2HS9,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
485,OFRA-5-PP-2HS9,OFRA_PP,PP,OFRA,OFRA_P,deep,5-PP,2HS9,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
486,OFRA-6-PP-2HS9,OFRA_PP,PP,OFRA,OFRA_P,deep,6-PP,2HS9,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
487,OFRA-7-PP-2HS9,OFRA_PP,PP,OFRA,OFRA_P,deep,7-PP,2HS9,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
488,OFRA-8-PP-2HS9,OFRA_PP,PP,OFRA,OFRA_P,deep,8-PP,2HS9,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
489,OFRA-9-PP-2HS9,OFRA_PP,PP,OFRA,OFRA_P,deep,9-PP,2HS9,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
490,OFRA-10-PP-2HS9,OFRA_PP,PP,OFRA,OFRA_P,deep,10-PP,2HS9,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
501,OFRA-1-PP-4CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,4CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
502,OFRA-2-PP-4CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,2-PP,4CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
503,OFRA-3-PP-4CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,4CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
505,OFRA-5-PP-4CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,5-PP,4CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
506,OFRA-6-PP-4CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,6-PP,4CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
507,OFRA-7-PP-4CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,7-PP,4CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
508,OFRA-8-PP-4CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,8-PP,4CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
509,OFRA-9-PP-4CX12,OFRA_PP,PP,OFRA,OFRA_P,deep,9-PP,4CX12,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
521,OFRA-1-PP-4HS13,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,4HS13,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
524,OFRA-4-PP-4HS13,OFRA_PP,PP,OFRA,OFRA_P,deep,4-PP,4HS13,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
526,OFRA-6-PP-4HS13,OFRA_PP,PP,OFRA,OFRA_P,deep,6-PP,4HS13,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
527,OFRA-7-PP-4HS13,OFRA_PP,PP,OFRA,OFRA_P,deep,7-PP,4HS13,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
528,OFRA-8-PP-4HS13,OFRA_PP,PP,OFRA,OFRA_P,deep,8-PP,4HS13,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
541,OFRA-1-PP-4HS15,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,4HS15,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
542,OFRA-2-PP-4HS15,OFRA_PP,PP,OFRA,OFRA_P,deep,2-PP,4HS15,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
543,OFRA-3-PP-4HS15,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,4HS15,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
545,OFRA-5-PP-4HS15,OFRA_PP,PP,OFRA,OFRA_P,deep,5-PP,4HS15,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
546,OFRA-6-PP-4HS15,OFRA_PP,PP,OFRA,OFRA_P,deep,6-PP,4HS15,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
547,OFRA-7-PP-4HS15,OFRA_PP,PP,OFRA,OFRA_P,deep,7-PP,4HS15,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
548,OFRA-8-PP-4HS15,OFRA_PP,PP,OFRA,OFRA_P,deep,8-PP,4HS15,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
549,OFRA-9-PP-4HS15,OFRA_PP,PP,OFRA,OFRA_P,deep,9-PP,4HS15,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
561,OFRA-1-PP-6CX18,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,6CX18,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
562,OFRA-2-PP-6CX18,OFRA_PP,PP,OFRA,OFRA_P,deep,2-PP,6CX18,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
563,OFRA-3-PP-6CX18,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,6CX18,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
564,OFRA-4-PP-6CX18,OFRA_PP,PP,OFRA,OFRA_P,deep,4-PP,6CX18,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
566,OFRA-6-PP-6CX18,OFRA_PP,PP,OFRA,OFRA_P,deep,6-PP,6CX18,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
567,OFRA-7-PP-6CX18,OFRA_PP,PP,OFRA,OFRA_P,deep,7-PP,6CX18,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
581,OFRA-1-PP-6EV18,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,6EV18,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
582,OFRA-2-PP-6EV18,OFRA_PP,PP,OFRA,OFRA_P,deep,2-PP,6EV18,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
583,OFRA-3-PP-6EV18,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,6EV18,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
585,OFRA-5-PP-6EV18,OFRA_PP,PP,OFRA,OFRA_P,deep,5-PP,6EV18,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
586,OFRA-6-PP-6EV18,OFRA_PP,PP,OFRA,OFRA_P,deep,6-PP,6EV18,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
587,OFRA-7-PP-6EV18,OFRA_PP,PP,OFRA,OFRA_P,deep,7-PP,6EV18,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
588,OFRA-8-PP-6EV18,OFRA_PP,PP,OFRA,OFRA_P,deep,8-PP,6EV18,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
589,OFRA-9-PP-6EV18,OFRA_PP,PP,OFRA,OFRA_P,deep,9-PP,6EV18,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
601,OFRA-1-PP-6GT17,OFRA_PP,PP,OFRA,OFRA_P,deep,1-PP,6GT17,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
603,OFRA-3-PP-6GT17,OFRA_PP,PP,OFRA,OFRA_P,deep,3-PP,6GT17,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
604,OFRA-4-PP-6GT17,OFRA_PP,PP,OFRA,OFRA_P,deep,4-PP,6GT17,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
605,OFRA-5-PP-6GT17,OFRA_PP,PP,OFRA,OFRA_P,deep,5-PP,6GT17,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
606,OFRA-6-PP-6GT17,OFRA_PP,PP,OFRA,OFRA_P,deep,6-PP,6GT17,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
607,OFRA-7-PP-6GT17,OFRA_PP,PP,OFRA,OFRA_P,deep,7-PP,6GT17,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
608,OFRA-8-PP-6GT17,OFRA_PP,PP,OFRA,OFRA_P,deep,8-PP,6GT17,NA,NA,alive,alive,alive,NA,alive,alive,2021.05.03,2021.07.15,,0
