"","colony_id","species","group","genotype","treatment","full_treatment","recovered","airbrush_volume","surface_area","A","CA","di","Cdi","D2","Dsmall","chla.ug.cm2","chlc2.ug.cm2","chla.sym","sym.cm2","prot_mg.cm2","Host_AFDW_mg.cm2","Sym_AFDW_mg.cm2","CM2.year"
"242","OFAV_PP_9GT46","OFAV","OFAV_P","9GT46","PP","OFAV_PP","p",13,5.289693593,0.1256,0.06,0.3837,0.2618,4.15903106923116,0.567140600349703,6.10257149413178,1.31070446295319,4.99959731624349e-06,1220612.603,0.91338501,2.82625065840936,NA,-0.6348
"243","OFAV_PP_9GT46","OFAV","OFAV_P","9GT46","PP","OFAV_PP","p",13,5.289693593,0.1256,0.06,0.3837,0.2618,4.15903106923116,0.567140600349703,6.10257149413178,1.31070446295319,4.99959731624349e-06,1220612.603,0.91338501,2.82625065840936,NA,0.2857
"244","OFAV_PP_9GT46","OFAV","OFAV_P","9GT46","PP","OFAV_PP","p",13,5.289693593,0.1256,0.06,0.3837,0.2618,4.15903106923116,0.567140600349703,6.10257149413178,1.31070446295319,4.99959731624349e-06,1220612.603,0.91338501,2.82625065840936,NA,1.3172
"245","OFAV_PP_9GT46","OFAV","OFAV_P","9GT46","PP","OFAV_PP","p",13,5.289693593,0.1256,0.06,0.3837,0.2618,4.15903106923116,0.567140600349703,6.10257149413178,1.31070446295319,4.99959731624349e-06,1220612.603,0.91338501,2.82625065840936,NA,1.9996
"246","OFAV_PP_9GT46","OFAV","OFAV_P","9GT46","PP","OFAV_PP","p",13,5.289693593,0.1256,0.06,0.3837,0.2618,4.15903106923116,0.567140600349703,6.10257149413178,1.31070446295319,4.99959731624349e-06,1220612.603,0.91338501,2.82625065840936,NA,3.8246
"247","OFAV_PP_9GT46","OFAV","OFAV_P","9GT46","PP","OFAV_PP","p",13,5.289693593,0.1256,0.06,0.3837,0.2618,4.15903106923116,0.567140600349703,6.10257149413178,1.31070446295319,4.99959731624349e-06,1220612.603,0.91338501,2.82625065840936,NA,8.5696
"248","OFAV_PP_9GT46","OFAV","OFAV_P","9GT46","PP","OFAV_PP","p",13,5.289693593,0.1256,0.06,0.3837,0.2618,4.15903106923116,0.567140600349703,6.10257149413178,1.31070446295319,4.99959731624349e-06,1220612.603,0.91338501,2.82625065840936,NA,9.9026
"249","OFAV_PP_9IR44","OFAV","OFAV_P","9IR44","PP","OFAV_PP","p",23,8.707520891,0.1338,0.0562,0.4206,0.2499,1.83749200263618,0.229686500329523,5.96356498212238,1.24271019678912,5.49921515350404e-06,1084439.291,0.775560841,2.4432901472553,6.33934740909483,-8.887
"250","OFAV_PP_9IR44","OFAV","OFAV_P","9IR44","PP","OFAV_PP","p",23,8.707520891,0.1338,0.0562,0.4206,0.2499,1.83749200263618,0.229686500329523,5.96356498212238,1.24271019678912,5.49921515350404e-06,1084439.291,0.775560841,2.4432901472553,6.33934740909483,-3.3802
"251","OFAV_PP_9IR44","OFAV","OFAV_P","9IR44","PP","OFAV_PP","p",23,8.707520891,0.1338,0.0562,0.4206,0.2499,1.83749200263618,0.229686500329523,5.96356498212238,1.24271019678912,5.49921515350404e-06,1084439.291,0.775560841,2.4432901472553,6.33934740909483,3.8404
"252","OFAV_PP_9IR44","OFAV","OFAV_P","9IR44","PP","OFAV_PP","p",23,8.707520891,0.1338,0.0562,0.4206,0.2499,1.83749200263618,0.229686500329523,5.96356498212238,1.24271019678912,5.49921515350404e-06,1084439.291,0.775560841,2.4432901472553,6.33934740909483,9.5535
"253","OFAV_PP_9IR44","OFAV","OFAV_P","9IR44","PP","OFAV_PP","p",23,8.707520891,0.1338,0.0562,0.4206,0.2499,1.83749200263618,0.229686500329523,5.96356498212238,1.24271019678912,5.49921515350404e-06,1084439.291,0.775560841,2.4432901472553,6.33934740909483,12.2989
"254","OFAV_PP_9IR44","OFAV","OFAV_P","9IR44","PP","OFAV_PP","p",23,8.707520891,0.1338,0.0562,0.4206,0.2499,1.83749200263618,0.229686500329523,5.96356498212238,1.24271019678912,5.49921515350404e-06,1084439.291,0.775560841,2.4432901472553,6.33934740909483,12.9337
"255","OFAV_PP_9JQ4","OFAV","OFAV_P","9JQ4","PP","OFAV_PP","p",35,7.314763231,0.1222,0.0488,0.3898,0.2365,1.91393754765266,0,6.29637604739034,1.5382076828291,2.20541899434792e-06,2854956.842,0.878255309,2.63166412802241,1.4354531607395,-1.0315
"256","OFAV_PP_9JQ4","OFAV","OFAV_P","9JQ4","PP","OFAV_PP","p",35,7.314763231,0.1222,0.0488,0.3898,0.2365,1.91393754765266,0,6.29637604739034,1.5382076828291,2.20541899434792e-06,2854956.842,0.878255309,2.63166412802241,1.4354531607395,0.2063
"257","OFAV_PP_9JQ4","OFAV","OFAV_P","9JQ4","PP","OFAV_PP","p",35,7.314763231,0.1222,0.0488,0.3898,0.2365,1.91393754765266,0,6.29637604739034,1.5382076828291,2.20541899434792e-06,2854956.842,0.878255309,2.63166412802241,1.4354531607395,0.365
"258","OFAV_PP_9JQ4","OFAV","OFAV_P","9JQ4","PP","OFAV_PP","p",35,7.314763231,0.1222,0.0488,0.3898,0.2365,1.91393754765266,0,6.29637604739034,1.5382076828291,2.20541899434792e-06,2854956.842,0.878255309,2.63166412802241,1.4354531607395,1.3965
"259","OFAV_PP_9JQ4","OFAV","OFAV_P","9JQ4","PP","OFAV_PP","p",35,7.314763231,0.1222,0.0488,0.3898,0.2365,1.91393754765266,0,6.29637604739034,1.5382076828291,2.20541899434792e-06,2854956.842,0.878255309,2.63166412802241,1.4354531607395,2.4598
"260","OFAV_PP_9JQ4","OFAV","OFAV_P","9JQ4","PP","OFAV_PP","p",35,7.314763231,0.1222,0.0488,0.3898,0.2365,1.91393754765266,0,6.29637604739034,1.5382076828291,2.20541899434792e-06,2854956.842,0.878255309,2.63166412802241,1.4354531607395,5.1576
"261","OFAV_PP_9JQ4","OFAV","OFAV_P","9JQ4","PP","OFAV_PP","p",35,7.314763231,0.1222,0.0488,0.3898,0.2365,1.91393754765266,0,6.29637604739034,1.5382076828291,2.20541899434792e-06,2854956.842,0.878255309,2.63166412802241,1.4354531607395,7.8554
"262","OFAV_PP_9JQ4","OFAV","OFAV_P","9JQ4","PP","OFAV_PP","p",35,7.314763231,0.1222,0.0488,0.3898,0.2365,1.91393754765266,0,6.29637604739034,1.5382076828291,2.20541899434792e-06,2854956.842,0.878255309,2.63166412802241,1.4354531607395,8.2046
"263","OFAV_PP_9JQ4","OFAV","OFAV_P","9JQ4","PP","OFAV_PP","p",35,7.314763231,0.1222,0.0488,0.3898,0.2365,1.91393754765266,0,6.29637604739034,1.5382076828291,2.20541899434792e-06,2854956.842,0.878255309,2.63166412802241,1.4354531607395,8.2839
"264","OFAV_PP_9JQ42","OFAV","OFAV_P","9JQ42","PP","OFAV_PP","p",36,5.409470752,0.1038,0.0544,0.3819,0.2576,3.88208032962113,0,4.1375212153102,0.624404891874347,2.12250355550621e-06,1949358.909,1.547078359,6.4886199795096,0,-8.03
"265","OFAV_PP_9JQ42","OFAV","OFAV_P","9JQ42","PP","OFAV_PP","p",36,5.409470752,0.1038,0.0544,0.3819,0.2576,3.88208032962113,0,4.1375212153102,0.624404891874347,2.12250355550621e-06,1949358.909,1.547078359,6.4886199795096,0,-3.777
"266","OFAV_PP_9JQ42","OFAV","OFAV_P","9JQ42","PP","OFAV_PP","p",36,5.409470752,0.1038,0.0544,0.3819,0.2576,3.88208032962113,0,4.1375212153102,0.624404891874347,2.12250355550621e-06,1949358.909,1.547078359,6.4886199795096,0,0.1428
"267","OFAV_PP_9JQ42","OFAV","OFAV_P","9JQ42","PP","OFAV_PP","p",36,5.409470752,0.1038,0.0544,0.3819,0.2576,3.88208032962113,0,4.1375212153102,0.624404891874347,2.12250355550621e-06,1949358.909,1.547078359,6.4886199795096,0,0.5554
"268","OFAV_PP_9JQ42","OFAV","OFAV_P","9JQ42","PP","OFAV_PP","p",36,5.409470752,0.1038,0.0544,0.3819,0.2576,3.88208032962113,0,4.1375212153102,0.624404891874347,2.12250355550621e-06,1949358.909,1.547078359,6.4886199795096,0,1.222
"269","OFAV_PP_9JQ42","OFAV","OFAV_P","9JQ42","PP","OFAV_PP","p",36,5.409470752,0.1038,0.0544,0.3819,0.2576,3.88208032962113,0,4.1375212153102,0.624404891874347,2.12250355550621e-06,1949358.909,1.547078359,6.4886199795096,0,1.46
"270","OFAV_PP_9JQ42","OFAV","OFAV_P","9JQ42","PP","OFAV_PP","p",36,5.409470752,0.1038,0.0544,0.3819,0.2576,3.88208032962113,0,4.1375212153102,0.624404891874347,2.12250355550621e-06,1949358.909,1.547078359,6.4886199795096,0,1.8885
"271","OFAV_PP_9JQ42","OFAV","OFAV_P","9JQ42","PP","OFAV_PP","p",36,5.409470752,0.1038,0.0544,0.3819,0.2576,3.88208032962113,0,4.1375212153102,0.624404891874347,2.12250355550621e-06,1949358.909,1.547078359,6.4886199795096,0,5.11
"272","OFAV_PP_9JQ42","OFAV","OFAV_P","9JQ42","PP","OFAV_PP","p",36,5.409470752,0.1038,0.0544,0.3819,0.2576,3.88208032962113,0,4.1375212153102,0.624404891874347,2.12250355550621e-06,1949358.909,1.547078359,6.4886199795096,0,8.76
"273","OFAV_PP_9JQ42","OFAV","OFAV_P","9JQ42","PP","OFAV_PP","p",36,5.409470752,0.1038,0.0544,0.3819,0.2576,3.88208032962113,0,4.1375212153102,0.624404891874347,2.12250355550621e-06,1949358.909,1.547078359,6.4886199795096,0,13.1717
"274","OFAV_PP_9JQ43","OFAV","OFAV_P","9JQ43","PP","OFAV_PP","p",17,5.108635097,0.1014,0.0506,0.3781,0.2354,2.93620501664106,0.195747001109404,3.6658764316515,0.625191453168298,3.83730043567213e-06,955326.9266,0.750330497,3.66046892074586,2.32938931320191,NA
"275","OFAV_PP_9JQ53","OFAV","OFAV_P","9JQ53","PP","OFAV_PP","p",21,4.114206128,0.1458,0.0624,0.4484,0.2556,2.18754231557549,0,4.51293625607083,0.968406753585974,3.14364444356067e-06,1435574.645,0.496942135,3.82819905225711,3.57298578210664,-5.7448
"276","OFAV_PP_9JQ53","OFAV","OFAV_P","9JQ53","PP","OFAV_PP","p",21,4.114206128,0.1458,0.0624,0.4484,0.2556,2.18754231557549,0,4.51293625607083,0.968406753585974,3.14364444356067e-06,1435574.645,0.496942135,3.82819905225711,3.57298578210664,-0.8887
"277","OFAV_PP_9JQ53","OFAV","OFAV_P","9JQ53","PP","OFAV_PP","p",21,4.114206128,0.1458,0.0624,0.4484,0.2556,2.18754231557549,0,4.51293625607083,0.968406753585974,3.14364444356067e-06,1435574.645,0.496942135,3.82819905225711,3.57298578210664,0.3015
"278","OFAV_PP_9JQ53","OFAV","OFAV_P","9JQ53","PP","OFAV_PP","p",21,4.114206128,0.1458,0.0624,0.4484,0.2556,2.18754231557549,0,4.51293625607083,0.968406753585974,3.14364444356067e-06,1435574.645,0.496942135,3.82819905225711,3.57298578210664,1.2061
"279","OFAV_PP_9JQ53","OFAV","OFAV_P","9JQ53","PP","OFAV_PP","p",21,4.114206128,0.1458,0.0624,0.4484,0.2556,2.18754231557549,0,4.51293625607083,0.968406753585974,3.14364444356067e-06,1435574.645,0.496942135,3.82819905225711,3.57298578210664,1.222
"280","OFAV_PP_9JQ53","OFAV","OFAV_P","9JQ53","PP","OFAV_PP","p",21,4.114206128,0.1458,0.0624,0.4484,0.2556,2.18754231557549,0,4.51293625607083,0.968406753585974,3.14364444356067e-06,1435574.645,0.496942135,3.82819905225711,3.57298578210664,1.8726
"281","OFAV_PP_9JQ53","OFAV","OFAV_P","9JQ53","PP","OFAV_PP","p",21,4.114206128,0.1458,0.0624,0.4484,0.2556,2.18754231557549,0,4.51293625607083,0.968406753585974,3.14364444356067e-06,1435574.645,0.496942135,3.82819905225711,3.57298578210664,2.8407
"282","OFAV_PP_9JQ53","OFAV","OFAV_P","9JQ53","PP","OFAV_PP","p",21,4.114206128,0.1458,0.0624,0.4484,0.2556,2.18754231557549,0,4.51293625607083,0.968406753585974,3.14364444356067e-06,1435574.645,0.496942135,3.82819905225711,3.57298578210664,3.0311
"283","OFAV_PP_9JQ53","OFAV","OFAV_P","9JQ53","PP","OFAV_PP","p",21,4.114206128,0.1458,0.0624,0.4484,0.2556,2.18754231557549,0,4.51293625607083,0.968406753585974,3.14364444356067e-06,1435574.645,0.496942135,3.82819905225711,3.57298578210664,5.475
"284","OFAV_PP_9JQ53","OFAV","OFAV_P","9JQ53","PP","OFAV_PP","p",21,4.114206128,0.1458,0.0624,0.4484,0.2556,2.18754231557549,0,4.51293625607083,0.968406753585974,3.14364444356067e-06,1435574.645,0.496942135,3.82819905225711,3.57298578210664,6.6493
"285","OFAV_PP_AZ","OFAV","OFAV_P","AZ","PP","OFAV_PP","p",49,6.376044568,0.1322,0.0574,0.438,0.2544,1.56837046751333,0,7.42481348142714,2.46323952608858,2.7215258218351e-06,2728180.428,0.752674867,3.07400611632613,7.68501529081533,-0.365
"286","OFAV_PP_AZ","OFAV","OFAV_P","AZ","PP","OFAV_PP","p",49,6.376044568,0.1322,0.0574,0.438,0.2544,1.56837046751333,0,7.42481348142714,2.46323952608858,2.7215258218351e-06,2728180.428,0.752674867,3.07400611632613,7.68501529081533,-0.2063
"287","OFAV_PP_AZ","OFAV","OFAV_P","AZ","PP","OFAV_PP","p",49,6.376044568,0.1322,0.0574,0.438,0.2544,1.56837046751333,0,7.42481348142714,2.46323952608858,2.7215258218351e-06,2728180.428,0.752674867,3.07400611632613,7.68501529081533,1.0474
"288","OFAV_PP_AZ","OFAV","OFAV_P","AZ","PP","OFAV_PP","p",49,6.376044568,0.1322,0.0574,0.438,0.2544,1.56837046751333,0,7.42481348142714,2.46323952608858,2.7215258218351e-06,2728180.428,0.752674867,3.07400611632613,7.68501529081533,1.3013
"289","OFAV_PP_AZ","OFAV","OFAV_P","AZ","PP","OFAV_PP","p",49,6.376044568,0.1322,0.0574,0.438,0.2544,1.56837046751333,0,7.42481348142714,2.46323952608858,2.7215258218351e-06,2728180.428,0.752674867,3.07400611632613,7.68501529081533,2.3011
"290","OFAV_PP_AZ","OFAV","OFAV_P","AZ","PP","OFAV_PP","p",49,6.376044568,0.1322,0.0574,0.438,0.2544,1.56837046751333,0,7.42481348142714,2.46323952608858,2.7215258218351e-06,2728180.428,0.752674867,3.07400611632613,7.68501529081533,2.5233
"291","OFAV_PP_AZ","OFAV","OFAV_P","AZ","PP","OFAV_PP","p",49,6.376044568,0.1322,0.0574,0.438,0.2544,1.56837046751333,0,7.42481348142714,2.46323952608858,2.7215258218351e-06,2728180.428,0.752674867,3.07400611632613,7.68501529081533,2.7454
"292","OFAV_PP_AZ","OFAV","OFAV_P","AZ","PP","OFAV_PP","p",49,6.376044568,0.1322,0.0574,0.438,0.2544,1.56837046751333,0,7.42481348142714,2.46323952608858,2.7215258218351e-06,2728180.428,0.752674867,3.07400611632613,7.68501529081533,5.5543
"293","OFAV_PP_AZ","OFAV","OFAV_P","AZ","PP","OFAV_PP","p",49,6.376044568,0.1322,0.0574,0.438,0.2544,1.56837046751333,0,7.42481348142714,2.46323952608858,2.7215258218351e-06,2728180.428,0.752674867,3.07400611632613,7.68501529081533,6.5383
"294","OFAV_PP_CX","OFAV","OFAV_P","CX","PP","OFAV_PP","p",17,5.194986072,0.143,0.056,0.4282,0.2502,2.11742627363102,0,6.36830870025093,1.49687119315149,3.5011844083068e-06,1818901.251,1.263845355,6.38115281553348,4.25410187702232,-1.3648
"295","OFAV_PP_CX","OFAV","OFAV_P","CX","PP","OFAV_PP","p",17,5.194986072,0.143,0.056,0.4282,0.2502,2.11742627363102,0,6.36830870025093,1.49687119315149,3.5011844083068e-06,1818901.251,1.263845355,6.38115281553348,4.25410187702232,0.3015
"296","OFAV_PP_CX","OFAV","OFAV_P","CX","PP","OFAV_PP","p",17,5.194986072,0.143,0.056,0.4282,0.2502,2.11742627363102,0,6.36830870025093,1.49687119315149,3.5011844083068e-06,1818901.251,1.263845355,6.38115281553348,4.25410187702232,2.7772
"297","OFAV_PP_CX","OFAV","OFAV_P","CX","PP","OFAV_PP","p",17,5.194986072,0.143,0.056,0.4282,0.2502,2.11742627363102,0,6.36830870025093,1.49687119315149,3.5011844083068e-06,1818901.251,1.263845355,6.38115281553348,4.25410187702232,3.7452
"298","OFAV_PP_CX","OFAV","OFAV_P","CX","PP","OFAV_PP","p",17,5.194986072,0.143,0.056,0.4282,0.2502,2.11742627363102,0,6.36830870025093,1.49687119315149,3.5011844083068e-06,1818901.251,1.263845355,6.38115281553348,4.25410187702232,5.2687
"299","OFAV_PP_CX","OFAV","OFAV_P","CX","PP","OFAV_PP","p",17,5.194986072,0.143,0.056,0.4282,0.2502,2.11742627363102,0,6.36830870025093,1.49687119315149,3.5011844083068e-06,1818901.251,1.263845355,6.38115281553348,4.25410187702232,7.3317
"300","OFAV_PP_DW","OFAV","OFAV_P","DW","PP","OFAV_PP","p",25,5.331476323,0.1242,0.0536,0.3866,0.2437,3.75130616518355,0.750261233036709,6.2150937174855,1.49325431037837,6.00192452838424e-06,1035516.806,0.78695532,6.21310083608525,11.2539184955506,-2.4439
"301","OFAV_PP_DW","OFAV","OFAV_P","DW","PP","OFAV_PP","p",25,5.331476323,0.1242,0.0536,0.3866,0.2437,3.75130616518355,0.750261233036709,6.2150937174855,1.49325431037837,6.00192452838424e-06,1035516.806,0.78695532,6.21310083608525,11.2539184955506,-0.5237
"302","OFAV_PP_DW","OFAV","OFAV_P","DW","PP","OFAV_PP","p",25,5.331476323,0.1242,0.0536,0.3866,0.2437,3.75130616518355,0.750261233036709,6.2150937174855,1.49325431037837,6.00192452838424e-06,1035516.806,0.78695532,6.21310083608525,11.2539184955506,1.825
"303","OFAV_PP_DW","OFAV","OFAV_P","DW","PP","OFAV_PP","p",25,5.331476323,0.1242,0.0536,0.3866,0.2437,3.75130616518355,0.750261233036709,6.2150937174855,1.49325431037837,6.00192452838424e-06,1035516.806,0.78695532,6.21310083608525,11.2539184955506,6.8239
"304","OFAV_PP_DW","OFAV","OFAV_P","DW","PP","OFAV_PP","p",25,5.331476323,0.1242,0.0536,0.3866,0.2437,3.75130616518355,0.750261233036709,6.2150937174855,1.49325431037837,6.00192452838424e-06,1035516.806,0.78695532,6.21310083608525,11.2539184955506,9.2678
"305","OFAV_PP_DW","OFAV","OFAV_P","DW","PP","OFAV_PP","p",25,5.331476323,0.1242,0.0536,0.3866,0.2437,3.75130616518355,0.750261233036709,6.2150937174855,1.49325431037837,6.00192452838424e-06,1035516.806,0.78695532,6.21310083608525,11.2539184955506,10.4104
"306","OFAV_PP_DW","OFAV","OFAV_P","DW","PP","OFAV_PP","p",25,5.331476323,0.1242,0.0536,0.3866,0.2437,3.75130616518355,0.750261233036709,6.2150937174855,1.49325431037837,6.00192452838424e-06,1035516.806,0.78695532,6.21310083608525,11.2539184955506,12.3624
"307","OFRA_PP_2GT41_P1","OFRA","OFAV_P","2GT41","PP","OFAV_PP","P1",10,5.724233983,0.126,0.0476,0.4394,0.2455,2.44574209258001,0,6.67096536935301,1.44329355238378,NA,NA,0.598398422,1.74695863755715,4.54209245764858,NA
"308","OFRA_PP_2GT7_P1","OFRA","OFAV_P","2GT7","PP","OFAV_PP","P1",15,4.86908078,0.0920003888,0.0144001944,0.436,0.2162,1.43764302057852,0.20537757436836,7.786556993618,2.01367577228817,NA,NA,0.85430338,2.92663043474912,3.08066361552539,NA
"309","OFRA_PP_2GT7_P2","OFRA","OFAV_P","2GT7","PP","OFAV_PP","P2",15,5.328690808,0.1484,0.063,0.4294,0.2709,3.0026136956528,0.3753267119566,9.7706691710907,2.06877737838528,NA,NA,1.149472055,4.01130423403617,5.91139571331646,NA
"310","OFAV_PP_9EV40","OFAV","OFRA_P","9EV40","PP","OFRA_PP","p",34,6.323119777,0.1738,0.0706,0.4817,0.2901,2.0559471366155,0.158149779739654,4.94755243771601,1.44065751104939,3.12345120339839e-06,1584001.835,0.673814832,4.43610132169729,3.76396475780376,-1.4441
"311","OFAV_PP_9EV40","OFAV","OFRA_P","9EV40","PP","OFRA_PP","p",34,6.323119777,0.1738,0.0706,0.4817,0.2901,2.0559471366155,0.158149779739654,4.94755243771601,1.44065751104939,3.12345120339839e-06,1584001.835,0.673814832,4.43610132169729,3.76396475780376,1.8567
"312","OFAV_PP_9EV40","OFAV","OFRA_P","9EV40","PP","OFRA_PP","p",34,6.323119777,0.1738,0.0706,0.4817,0.2901,2.0559471366155,0.158149779739654,4.94755243771601,1.44065751104939,3.12345120339839e-06,1584001.835,0.673814832,4.43610132169729,3.76396475780376,1.9837
"313","OFAV_PP_9EV40","OFAV","OFRA_P","9EV40","PP","OFRA_PP","p",34,6.323119777,0.1738,0.0706,0.4817,0.2901,2.0559471366155,0.158149779739654,4.94755243771601,1.44065751104939,3.12345120339839e-06,1584001.835,0.673814832,4.43610132169729,3.76396475780376,3.4913
"314","OFAV_PP_9EV40","OFAV","OFRA_P","9EV40","PP","OFRA_PP","p",34,6.323119777,0.1738,0.0706,0.4817,0.2901,2.0559471366155,0.158149779739654,4.94755243771601,1.44065751104939,3.12345120339839e-06,1584001.835,0.673814832,4.43610132169729,3.76396475780376,4.8561
"315","OFAV_PP_9EV40","OFAV","OFRA_P","9EV40","PP","OFRA_PP","p",34,6.323119777,0.1738,0.0706,0.4817,0.2901,2.0559471366155,0.158149779739654,4.94755243771601,1.44065751104939,3.12345120339839e-06,1584001.835,0.673814832,4.43610132169729,3.76396475780376,5.2846
"316","OFAV_PP_9EV40","OFAV","OFRA_P","9EV40","PP","OFRA_PP","p",34,6.323119777,0.1738,0.0706,0.4817,0.2901,2.0559471366155,0.158149779739654,4.94755243771601,1.44065751104939,3.12345120339839e-06,1584001.835,0.673814832,4.43610132169729,3.76396475780376,5.7765
"317","OFAV_PP_9EV40","OFAV","OFRA_P","9EV40","PP","OFRA_PP","p",34,6.323119777,0.1738,0.0706,0.4817,0.2901,2.0559471366155,0.158149779739654,4.94755243771601,1.44065751104939,3.12345120339839e-06,1584001.835,0.673814832,4.43610132169729,3.76396475780376,7.6015
"318","OFAV_PP_9EV40","OFAV","OFRA_P","9EV40","PP","OFRA_PP","p",34,6.323119777,0.1738,0.0706,0.4817,0.2901,2.0559471366155,0.158149779739654,4.94755243771601,1.44065751104939,3.12345120339839e-06,1584001.835,0.673814832,4.43610132169729,3.76396475780376,8.8235
"319","OFRA_PP_0CX4","OFRA","OFRA_P","0CX4","PP","OFRA_PP","p",11.5,4.885793872,0.1602,0.0838,0.4481,0.2968,4.70752565551542,2.45610034200804,9.49194089673758,5.10707689552729,5.32951541851217e-06,1781013.873,0.622568552,3.94255273649416,2.58913911053348,-1.77
"320","OFRA_PP_0CX4","OFRA","OFRA_P","0CX4","PP","OFRA_PP","p",11.5,4.885793872,0.1602,0.0838,0.4481,0.2968,4.70752565551542,2.45610034200804,9.49194089673758,5.10707689552729,5.32951541851217e-06,1781013.873,0.622568552,3.94255273649416,2.58913911053348,-0.25
"321","OFRA_PP_0CX4","OFRA","OFRA_P","0CX4","PP","OFRA_PP","p",11.5,4.885793872,0.1602,0.0838,0.4481,0.2968,4.70752565551542,2.45610034200804,9.49194089673758,5.10707689552729,5.32951541851217e-06,1781013.873,0.622568552,3.94255273649416,2.58913911053348,1.82
"322","OFRA_PP_0CX4","OFRA","OFRA_P","0CX4","PP","OFRA_PP","p",11.5,4.885793872,0.1602,0.0838,0.4481,0.2968,4.70752565551542,2.45610034200804,9.49194089673758,5.10707689552729,5.32951541851217e-06,1781013.873,0.622568552,3.94255273649416,2.58913911053348,1.945
"323","OFRA_PP_0CX4","OFRA","OFRA_P","0CX4","PP","OFRA_PP","p",11.5,4.885793872,0.1602,0.0838,0.4481,0.2968,4.70752565551542,2.45610034200804,9.49194089673758,5.10707689552729,5.32951541851217e-06,1781013.873,0.622568552,3.94255273649416,2.58913911053348,2.1
"324","OFRA_PP_0CX4","OFRA","OFRA_P","0CX4","PP","OFRA_PP","p",11.5,4.885793872,0.1602,0.0838,0.4481,0.2968,4.70752565551542,2.45610034200804,9.49194089673758,5.10707689552729,5.32951541851217e-06,1781013.873,0.622568552,3.94255273649416,2.58913911053348,2.185
"325","OFRA_PP_0CX4","OFRA","OFRA_P","0CX4","PP","OFRA_PP","p",11.5,4.885793872,0.1602,0.0838,0.4481,0.2968,4.70752565551542,2.45610034200804,9.49194089673758,5.10707689552729,5.32951541851217e-06,1781013.873,0.622568552,3.94255273649416,2.58913911053348,2.475
"326","OFRA_PP_0CX4","OFRA","OFRA_P","0CX4","PP","OFRA_PP","p",11.5,4.885793872,0.1602,0.0838,0.4481,0.2968,4.70752565551542,2.45610034200804,9.49194089673758,5.10707689552729,5.32951541851217e-06,1781013.873,0.622568552,3.94255273649416,2.58913911053348,3.49
"327","OFRA_PP_0CX4","OFRA","OFRA_P","0CX4","PP","OFRA_PP","p",11.5,4.885793872,0.1602,0.0838,0.4481,0.2968,4.70752565551542,2.45610034200804,9.49194089673758,5.10707689552729,5.32951541851217e-06,1781013.873,0.622568552,3.94255273649416,2.58913911053348,4.41
"328","OFRA_PP_0CX5","OFRA","OFRA_P","0CX5","PP","OFRA_PP","p",17.5,5.554317549,0.1468,0.0602,0.4239,0.2486,3.06068204599873,0.5401203610586,7.88027354945648,1.80354065312732,3.46175317141834e-06,2276382.272,0.521428136,4.1746802906821,9.13703610790799,-5.01
"329","OFRA_PP_0CX5","OFRA","OFRA_P","0CX5","PP","OFRA_PP","p",17.5,5.554317549,0.1468,0.0602,0.4239,0.2486,3.06068204599873,0.5401203610586,7.88027354945648,1.80354065312732,3.46175317141834e-06,2276382.272,0.521428136,4.1746802906821,9.13703610790799,-0.685
"330","OFRA_PP_0CX5","OFRA","OFRA_P","0CX5","PP","OFRA_PP","p",17.5,5.554317549,0.1468,0.0602,0.4239,0.2486,3.06068204599873,0.5401203610586,7.88027354945648,1.80354065312732,3.46175317141834e-06,2276382.272,0.521428136,4.1746802906821,9.13703610790799,0.16
"331","OFRA_PP_0CX5","OFRA","OFRA_P","0CX5","PP","OFRA_PP","p",17.5,5.554317549,0.1468,0.0602,0.4239,0.2486,3.06068204599873,0.5401203610586,7.88027354945648,1.80354065312732,3.46175317141834e-06,2276382.272,0.521428136,4.1746802906821,9.13703610790799,0.71
"332","OFRA_PP_0CX5","OFRA","OFRA_P","0CX5","PP","OFRA_PP","p",17.5,5.554317549,0.1468,0.0602,0.4239,0.2486,3.06068204599873,0.5401203610586,7.88027354945648,1.80354065312732,3.46175317141834e-06,2276382.272,0.521428136,4.1746802906821,9.13703610790799,1.545
"333","OFRA_PP_0CX5","OFRA","OFRA_P","0CX5","PP","OFRA_PP","p",17.5,5.554317549,0.1468,0.0602,0.4239,0.2486,3.06068204599873,0.5401203610586,7.88027354945648,1.80354065312732,3.46175317141834e-06,2276382.272,0.521428136,4.1746802906821,9.13703610790799,1.9
"334","OFRA_PP_0CX5","OFRA","OFRA_P","0CX5","PP","OFRA_PP","p",17.5,5.554317549,0.1468,0.0602,0.4239,0.2486,3.06068204599873,0.5401203610586,7.88027354945648,1.80354065312732,3.46175317141834e-06,2276382.272,0.521428136,4.1746802906821,9.13703610790799,2.7
"335","OFRA_PP_0CX5","OFRA","OFRA_P","0CX5","PP","OFRA_PP","p",17.5,5.554317549,0.1468,0.0602,0.4239,0.2486,3.06068204599873,0.5401203610586,7.88027354945648,1.80354065312732,3.46175317141834e-06,2276382.272,0.521428136,4.1746802906821,9.13703610790799,2.87
"336","OFRA_PP_0GT1","OFRA","OFRA_P","0GT1","PP","OFRA_PP","p",13,5.832869081,0.1252,0.0632,0.4269,0.2726,2.57163323772533,0.514326647545066,5.54837728807466,1.48378951761355,4.13760387799462e-06,1340963.865,0.611567809,2.5073424067822,5.57187201507155,0.25
